#,redshift,frequency,[MHz],temperature,[mK]
5.000000000000000000e+01,2.785109317196078393e+01,-2.339442476638681967e+01
4.989999999999999858e+01,2.790581044734773641e+01,-2.330425939171153615e+01
4.979999999999999716e+01,2.796074314507874448e+01,-2.321326611207043200e+01
4.970000000000000284e+01,2.801589253984220917e+01,-2.312205598934190220e+01
4.960000000000000142e+01,2.807125991640315732e+01,-2.303020849314571450e+01
4.950000000000000000e+01,2.812684656970296970e+01,-2.293771046768724631e+01
4.939999999999999858e+01,2.818265380496031369e+01,-2.284454875717186439e+01
4.929999999999999716e+01,2.823868293777336191e+01,-2.275071020580493197e+01
4.920000000000000284e+01,2.829493529422310516e+01,-2.265618165779181936e+01
4.910000000000000142e+01,2.835141221097803665e+01,-2.256088849410416941e+01
4.900000000000000000e+01,2.840811503539999805e+01,-2.246472351168659287e+01
4.889999999999999858e+01,2.846504512565130440e+01,-2.236762282629377196e+01
4.879999999999999716e+01,2.852220385080321563e+01,-2.226956587249047814e+01
4.870000000000000284e+01,2.857959259094567273e+01,-2.217057540365153301e+01
4.860000000000000142e+01,2.863721273729838401e+01,-2.207077895519557487e+01
4.850000000000000000e+01,2.869506569232322946e+01,-2.197037996537832072e+01
4.839999999999999858e+01,2.875315286983805763e+01,-2.186958187245552665e+01
4.829999999999999716e+01,2.881147569513184692e+01,-2.176858811468289900e+01
4.820000000000000284e+01,2.887003560508129851e+01,-2.166760213031618321e+01
4.810000000000000142e+01,2.892883404826883975e+01,-2.156674911666360117e+01
4.800000000000000000e+01,2.898787248510203796e+01,-2.146605050976751983e+01
4.789999999999999858e+01,2.904715238793455967e+01,-2.136548946519272008e+01
4.779999999999999716e+01,2.910667524118852256e+01,-2.126501085802641100e+01
4.770000000000000284e+01,2.916644254147843540e+01,-2.116452128287821566e+01
4.760000000000000142e+01,2.922645579773662661e+01,-2.106396729482767327e+01
4.750000000000000000e+01,2.928671653134020403e+01,-2.096336092974263821e+01
