,time,A,B,M,N,inj time [ms],Vmn [mV],I [mA],R [ohm],Nb samples [-],x,y,z,Rhoa,fulldata
41,1668791434.741756,19,20,23,24,1,0.014203158971305387,0.05,0.2840631794261077,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00240482,  0.02965762,  0.00707441,  0.00907331,  0.00123344,
        0.03245366,  0.0195597 ,  0.01287171,  0.02347041, -0.00221471,
        0.02882729,  0.04147333,  0.00256003,  0.01998543,  0.00979849,
        0.02968267,  0.02209807,  0.01806021,  0.00548885,  0.02006374,
        0.01943021,  0.0031801 ,  0.0054409 ,  0.00151948, -0.00244777,
        0.00625351,  0.00767442, -0.00868501, -0.00808849, -0.0003016 ,
        0.00751182,  0.00830432, -0.00974681, -0.00681694, -0.00981779,
       -0.00821376, -0.00917232,  0.00071195, -0.0037648 ,  0.01367154])]"
42,1668791434.743969,17,18,22,23,1,0.004636900938907637,0.05,0.09273801877815273,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.00267797, -0.00696432,  0.00060472,  0.01454271,  0.00823908,
       -0.01738236,  0.02127175,  0.01194706,  0.01078183,  0.00881755,
        0.0005291 ,  0.01066421, -0.00318861,  0.00890323,  0.00842725,
        0.01015936,  0.00743054,  0.02092692,  0.00305678,  0.00575702,
       -0.00078755, -0.01307042,  0.00130916,  0.0078945 , -0.00991497,
       -0.00764208, -0.00129773, -0.00039053, -0.00231655, -0.00059599,
       -0.00365949, -0.01429974,  0.0140674 , -0.00519431,  0.00200385,
       -0.00164654, -0.00261778, -0.00029722, -0.01020865,  0.00346824])]"
43,1668791434.748093,18,19,23,24,1,0.0076710458685917615,0.05,0.15342091737183522,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.01243805,  0.01943385,  0.00440748, -0.0031448 ,  0.01467692,
        0.00699022,  0.0135428 ,  0.00962012,  0.01278545, -0.00240026,
        0.00102988, -0.00021181,  0.00556183,  0.01070195,  0.01233427,
        0.00339001,  0.01959387,  0.00577879,  0.00592975,  0.02158691,
        0.01777182,  0.00748996,  0.00651598,  0.00429802, -0.00697651,
       -0.01438615, -0.00817884, -0.02390635,  0.00127437, -0.00233807,
        0.00511306,  0.00241508, -0.00350416, -0.00372756,  0.00025569,
        0.00210076, -0.00177891, -0.0059339 ,  0.01581902, -0.00998223])]"
44,1668791434.750785,17,18,23,24,1,0.004070713797890425,0.05,0.0814142759578085,20,[-3.],[0.],[1.2],[30.11942119],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.01661218, -0.00022717,  0.00510465,  0.01900781,  0.0020219 ,
       -0.00245616,  0.01350499,  0.01265064, -0.00015041, -0.00529804,
       -0.00487545, -0.00708182,  0.00632135,  0.01450303, -0.00190459,
        0.00907953,  0.01575899,  0.00648083, -0.00664408, -0.003437  ,
        0.00799395, -0.00941285,  0.01577423,  0.00447255, -0.00384481,
       -0.01469424,  0.0065618 , -0.00171431, -0.01192308, -0.0088522 ,
        0.00270792, -0.00725874,  0.01049147,  0.00238986, -0.00927165,
        0.00836199,  0.00347432,  0.01844877,  0.00243705,  0.00301588])]"
45,1668791434.75316,25,26,27,28,1,0.18004449896572214,0.05,3.6008899793144424,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.00354983,  0.1798776 ,  0.18484536,  0.18206984,  0.17625268,
        0.1784966 ,  0.1780227 ,  0.19320059,  0.18658435,  0.19091164,
        0.19494537,  0.1937381 ,  0.21125964,  0.18669335,  0.18906644,
        0.19156098,  0.19559886,  0.18157404,  0.19611548,  0.19043011,
        0.23137844,  0.04499703,  0.03045349,  0.03585788,  0.01452633,
        0.03923457,  0.03952585,  0.02932594,  0.0257077 ,  0.0400431 ,
        0.0293652 ,  0.01468982,  0.04143989, -0.00448543,  0.02730425,
        0.00254132,  0.0190665 ,  0.022296  ,  0.00746453,  0.02508027])]"
46,1668791434.755467,26,27,28,29,1,0.17307408745498062,0.05,3.461481749099612,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00986217,  0.160956  ,  0.18131554,  0.18659121,  0.18832006,
        0.17795658,  0.16826457,  0.17547655,  0.17949219,  0.1783825 ,
        0.18373531,  0.1956875 ,  0.18354928,  0.18855449,  0.18974621,
        0.19312476,  0.18923358,  0.17551161,  0.19772735,  0.18890487,
        0.20608698,  0.0261238 ,  0.04916398,  0.02628737,  0.02949744,
        0.03395408,  0.02699404,  0.02624906,  0.01810727,  0.01643108,
        0.01354971,  0.01440311,  0.0204185 ,  0.02150581,  0.0328952 ,
        0.01746541,  0.02821283,  0.01963346,  0.02519223,  0.0197034 ])]"
47,1668791434.759444,27,28,29,30,1,0.17531909539677296,0.05,3.506381907935459,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00735957, 0.18075066, 0.17953767, 0.18414034, 0.16641748,
       0.18276138, 0.19596894, 0.17148894, 0.1825107 , 0.1971428 ,
       0.18905124, 0.1852997 , 0.18445709, 0.18736997, 0.18044948,
       0.19597766, 0.18323073, 0.18355235, 0.19266601, 0.18789161,
       0.20429306, 0.03860663, 0.03084012, 0.01942045, 0.02881497,
       0.04128135, 0.02484283, 0.02187094, 0.02780751, 0.02550158,
       0.02307265, 0.02834178, 0.01935291, 0.02057879, 0.02767087,
       0.02815902, 0.03353796, 0.02514171, 0.01262281, 0.0130614 ])]"
48,1668791434.763361,28,29,30,31,1,0.17717822680451278,0.05,3.5435645360902557,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.0035721 , 0.1829812 , 0.18932434, 0.18535214, 0.18401244,
       0.19042605, 0.18037477, 0.17625027, 0.18497056, 0.18051875,
       0.18018302, 0.19212297, 0.17336997, 0.18487751, 0.19422184,
       0.18791807, 0.19171427, 0.19713499, 0.18947972, 0.19132214,
       0.22489494, 0.03385489, 0.0340066 , 0.046068  , 0.03700334,
       0.0298506 , 0.03808347, 0.03104232, 0.02158147, 0.0231707 ,
       0.01417565, 0.01986773, 0.02770243, 0.02919948, 0.00516714,
       0.01062091, 0.01973459, 0.00545309, 0.02195866, 0.01194787])]"
49,1668791434.7659929,29,30,31,32,1,0.17534989926273964,0.05,3.5069979852547926,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00500727,  0.17917822,  0.19092339,  0.1651133 ,  0.16882203,
        0.20098792,  0.20148106,  0.1822113 ,  0.18831208,  0.17971006,
        0.18312539,  0.18766984,  0.19543878,  0.18652933,  0.1931311 ,
        0.18727152,  0.1985071 ,  0.1872791 ,  0.19612675,  0.18928637,
        0.19868338,  0.03142816,  0.03220535,  0.03546842,  0.03771991,
        0.03754244,  0.02792039,  0.0300894 ,  0.02450477,  0.03425623,
        0.03413745,  0.02803698,  0.01834084,  0.02197238,  0.01869468,
        0.01449859,  0.02605635,  0.01992863,  0.02412279,  0.01530595])]"
50,1668791434.767951,25,26,28,29,1,0.027993357582486673,0.05,0.5598671516497334,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.00311561,  0.03860585,  0.02235237,  0.0277783 ,  0.02002817,
        0.03920192,  0.01290277,  0.03078764,  0.01701383,  0.03763592,
        0.02154416,  0.03169316,  0.02732164,  0.02718687,  0.02960347,
        0.02741601,  0.05505699,  0.01759954,  0.04024545,  0.0385709 ,
        0.0387942 ,  0.0250271 ,  0.00719171, -0.00107471,  0.00053536,
        0.00764467,  0.00262009,  0.00580986, -0.00884773, -0.01160201,
        0.02290777, -0.00644012, -0.00987532,  0.01753138,  0.00733425,
       -0.00727919,  0.00933633, -0.00611113,  0.00373015, -0.00105416])]"
51,1668791434.76973,26,27,29,30,1,0.02841569654626901,0.05,0.5683139309253802,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.01941492,  0.01995387,  0.030714  ,  0.01524867,  0.02984555,
        0.03255056,  0.01972169,  0.0204536 ,  0.02539402,  0.04498364,
        0.03617788,  0.04318596,  0.01815576,  0.03734157,  0.04136289,
        0.04445938,  0.03667389,  0.03913505,  0.02688909,  0.04089801,
        0.03719562,  0.00557218,  0.00317024,  0.00066111,  0.00641537,
        0.01024697,  0.00288914,  0.00214522,  0.01622496,  0.00335236,
       -0.00892531, -0.00322361, -0.00785879,  0.00353137,  0.00435503,
       -0.01214044, -0.00411301,  0.00938603,  0.00857903, -0.01230468])]"
52,1668791434.7714071,27,28,30,31,1,0.05273197945066817,0.05,1.0546395890133633,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-9.37251860e-03,  5.82779639e-02,  5.12128977e-02,  6.66765876e-02,
        4.35872146e-02,  6.71278748e-02,  6.98607373e-02,  6.15846744e-02,
        6.38606493e-02,  5.58288821e-02,  5.71499797e-02,  7.21796295e-02,
        4.88270333e-02,  5.97274069e-02,  5.32523631e-02,  5.57089085e-02,
        6.00004500e-02,  6.31510633e-02,  8.65041604e-02,  4.86512213e-02,
        7.74422061e-02,  1.27618668e-02,  1.95850418e-02,  1.50508701e-02,
        8.02896688e-03,  1.01168047e-03,  4.92798889e-03,  1.30726110e-03,
       -4.28941636e-03, -2.87148347e-05,  1.31972036e-02, -1.14629416e-02,
       -8.55871781e-03,  6.50364103e-04,  6.68909321e-04, -5.66155522e-04,
        8.53488152e-03,  1.08112121e-02, -1.03391899e-02, -1.00232444e-02])]"
53,1668791434.773,28,29,31,32,1,0.02730915953708154,0.05,0.5461831907416307,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.01488323,  0.03069465,  0.03545316,  0.0176966 ,  0.02474801,
        0.03064051,  0.03280591,  0.03708388,  0.02958254,  0.02374431,
        0.02115426,  0.04687056,  0.02277281,  0.04318526,  0.03347926,
        0.04036898,  0.02529704,  0.02493044,  0.03154562,  0.04067568,
        0.03939898,  0.00113532,  0.00804218,  0.00899617, -0.00355686,
       -0.00187805, -0.00056054, -0.00089614, -0.00146068, -0.00378859,
       -0.00678467, -0.00484997, -0.00961707,  0.00588518, -0.00273483,
        0.00345084, -0.00089966,  0.00094049,  0.0068984 ,  0.00521568])]"
54,1668791434.7746859,25,26,29,30,1,0.0034111991130274365,0.05,0.06822398226054872,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00948367,  0.00792816,  0.00592418, -0.00056534,  0.00833968,
        0.00315744, -0.00243811,  0.00317707,  0.00925198, -0.00486267,
        0.00391053,  0.02531691, -0.00676714,  0.00833205,  0.01111199,
        0.01718649, -0.00018009,  0.01796447,  0.00660728,  0.01133311,
        0.00581722,  0.01344561,  0.00250153, -0.00460187,  0.00446727,
       -0.01758498, -0.00532763,  0.00790268, -0.00017489,  0.01102627,
       -0.00190442,  0.01056589, -0.01354513,  0.00207879, -0.00995515,
        0.00218359, -0.00806525,  0.00156508,  0.002912  , -0.01141191])]"
55,1668791434.776265,26,27,30,31,1,0.006110904307995775,0.05,0.1222180861599155,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00498635,  0.01027569,  0.00808164,  0.0031293 ,  0.00902278,
        0.01314471, -0.00128872,  0.00948356, -0.00967497,  0.00674498,
        0.00345019, -0.00229549,  0.00692035,  0.01610734,  0.01041522,
        0.00353656,  0.00782569,  0.0100378 ,  0.01288437,  0.02514995,
        0.0090897 , -0.00033373,  0.00021221,  0.00323808,  0.0071868 ,
       -0.00817636,  0.00443895, -0.00052465,  0.00282323,  0.00691935,
       -0.0005224 ,  0.00486325,  0.00424342,  0.00099244, -0.01112923,
        0.00191827, -0.00734446,  0.00448105,  0.01418063,  0.00417777])]"
56,1668791434.777997,27,28,31,32,1,0.026801367204675474,0.05,0.5360273440935095,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00368462,  0.01702169,  0.03084144,  0.02063374,  0.02982042,
        0.02155407,  0.05264982,  0.0389101 ,  0.02325856,  0.02525177,
        0.03746873,  0.04193962,  0.02966992,  0.02706305,  0.03409091,
        0.02926835,  0.0400925 ,  0.03976483,  0.04016851,  0.03646338,
        0.0231255 ,  0.00610431, -0.00778717,  0.00247263, -0.00279826,
        0.01304221,  0.00656729, -0.00510268,  0.01251261,  0.00733222,
        0.00305412, -0.01466477, -0.0066688 ,  0.01776632,  0.00197976,
        0.00247499, -0.01356541,  0.01741284, -0.00169687, -0.00754433])]"
57,1668791434.7795808,25,26,30,31,1,0.029656838557099482,0.05,0.5931367711419896,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.00564468,  0.03640714,  0.02978179,  0.03036616,  0.04733026,
        0.03301387,  0.02462527,  0.03743544,  0.03160909,  0.03932091,
        0.03133435,  0.03835424,  0.04721448,  0.03880717,  0.04664916,
        0.04147146,  0.04096534,  0.02357819,  0.03076317,  0.0340546 ,
        0.01235954,  0.0013715 ,  0.01608557,  0.01077845,  0.00662009,
       -0.00884871,  0.00229195, -0.00153353,  0.00606682,  0.00249457,
        0.00393526,  0.00494828,  0.00473862, -0.00349835, -0.00120941,
        0.00620105,  0.00541909, -0.00418567,  0.00087908,  0.00904015])]"
58,1668791434.7811909,26,27,31,32,1,0.006573222592033473,0.05,0.13146445184066943,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.00344209,  0.00705588,  0.01184395,  0.00636117,  0.00855585,
        0.01684081,  0.01052085,  0.01533681, -0.00048554,  0.01184321,
       -0.00610069,  0.01043122,  0.00556819,  0.01952512,  0.01401158,
        0.01911901, -0.00124112, -0.00115596,  0.01537183,  0.01332747,
       -0.00547144,  0.00570755,  0.01236803, -0.0028213 ,  0.00598356,
       -0.01674103,  0.0037021 , -0.00291146, -0.01836396, -0.00493022,
       -0.0006001 , -0.00774193,  0.00073653,  0.00447179,  0.00539325,
       -0.00070071,  0.00464342, -0.00637902, -0.00401404, -0.00258775])]"
59,1668791434.782731,25,26,31,32,1,0.01113189182061989,0.05,0.2226378364123978,20,[-3.],[0.],[1.2],[30.11942119],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00171799,  0.01075445,  0.00213993, -0.00457604,  0.00278077,
        0.0140118 ,  0.0098901 ,  0.02605851,  0.00916263,  0.00995556,
        0.01471608,  0.00678043,  0.01494905,  0.00869532,  0.01905302,
        0.01804779,  0.02093945,  0.01354103,  0.0068088 ,  0.015087  ,
        0.01160383, -0.00734885, -0.00157255, -0.01454958,  0.00083869,
        0.00728139, -0.00340879,  0.0092031 , -0.00449123,  0.00525435,
        0.00373407,  0.00417715, -0.01701047, -0.00686827,  0.00322898,
       -0.00280176,  0.00048731, -0.0046267 ,  0.00429286, -0.00874381])]"
60,1668791434.784224,33,34,35,36,1,0.17452919759971344,0.05,3.4905839519942687,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00064227,  0.1741836 ,  0.17422302,  0.16983475,  0.16602632,
        0.19001384,  0.17962106,  0.18448572,  0.18146636,  0.18205526,
        0.1692156 ,  0.17993879,  0.19010224,  0.1920787 ,  0.1836949 ,
        0.18667109,  0.19859918,  0.18350999,  0.18554166,  0.1957188 ,
        0.21376278,  0.04431558,  0.02897088,  0.02241983,  0.0317257 ,
        0.03551907,  0.04616512,  0.01500181,  0.01241872,  0.04666509,
        0.02043492,  0.00834666,  0.03390061,  0.04264215,  0.0105041 ,
        0.01843369,  0.01832852,  0.00720616,  0.0208627 ,  0.01347663])]"
61,1668791434.785883,34,35,36,37,1,0.16860758267324033,0.05,3.3721516534648064,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.01224021, 0.16429556, 0.16627113, 0.17842868, 0.17995297,
       0.17328406, 0.1656852 , 0.1754863 , 0.16211068, 0.17084386,
       0.167496  , 0.17616098, 0.18172004, 0.17481295, 0.18303871,
       0.19416437, 0.18526113, 0.17601173, 0.17121275, 0.18654759,
       0.20912546, 0.02661785, 0.0301123 , 0.0210667 , 0.03169662,
       0.01328069, 0.03131771, 0.0231044 , 0.02554324, 0.02908492,
       0.02849046, 0.01839661, 0.03237813, 0.02260612, 0.01758101,
       0.02506515, 0.01676944, 0.01739335, 0.01915245, 0.01412931])]"
