,time,A,B,M,N,inj time [ms],Vmn [mV],I [mA],R [ohm],Nb samples [-],x,y,z,Rhoa,fulldata
57,1668791493.309246,25,26,30,31,1,0.01679172682039462,0.05,0.3358345364078924,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-2.38077766e-03,  2.11763876e-02,  1.20469741e-02,  1.62567979e-02,
        1.91578488e-02,  2.44376210e-02,  1.55412588e-02,  1.45539394e-02,
        4.21071663e-03,  2.20122071e-02,  2.43801379e-02,  9.15658532e-03,
        1.90642440e-02,  1.83372568e-02,  1.40151904e-02,  2.21798775e-02,
        2.83344360e-02,  2.71819268e-02,  1.09034930e-02,  2.82096571e-02,
        1.18214982e-02, -6.73271926e-03, -1.08255869e-03,  2.36471166e-03,
        2.35911528e-03, -4.49870606e-03,  2.90752535e-03, -4.64063582e-04,
       -1.00211817e-02,  6.87943904e-04,  1.18715739e-04, -3.70874398e-03,
       -8.12890387e-05, -1.96782359e-03,  4.76400629e-03, -8.42858841e-03,
       -1.59669372e-03,  3.20998673e-03,  7.64935911e-03,  1.03221188e-02])]"
58,1668791493.3115132,26,27,31,32,1,0.014648637678277676,0.05,0.2929727535655535,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00899485,  0.00626824,  0.03118539,  0.01201219,  0.01075216,
        0.02705393,  0.01748177,  0.02302296,  0.01086579,  0.01521038,
        0.0117396 ,  0.02762243,  0.01217639,  0.02718921,  0.02074118,
        0.00273035,  0.01162212,  0.01911489,  0.01436194,  0.01019004,
        0.02601317, -0.00147399,  0.0088626 , -0.00917818,  0.01090065,
        0.00979619,  0.00257694, -0.01265082,  0.00615734,  0.00791443,
        0.00260042,  0.00207098, -0.01321818, -0.00584693, -0.00199143,
       -0.00851725,  0.00519308, -0.01689884,  0.00889631, -0.0010518 ])]"
59,1668791493.314162,25,26,31,32,1,0.011204910848779875,0.05,0.22409821697559748,20,[-3.],[0.],[1.2],[30.11942119],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 4.04787403e-03,  7.40085843e-03,  1.26264581e-02,  1.66765298e-02,
        3.32348361e-03,  2.68253326e-02,  7.82946744e-03, -3.38283535e-03,
        9.60015093e-05,  4.02775864e-02,  5.38822396e-03,  3.62891032e-03,
        1.97935760e-03,  2.37077105e-02,  1.72872782e-02,  3.65308129e-02,
        2.15021063e-02,  1.51869898e-02,  3.13833544e-02,  1.26084705e-02,
        4.67622810e-03,  1.80795150e-04, -5.54170723e-03, -6.52475919e-03,
       -7.12735807e-03,  4.97790902e-03,  1.19005252e-02,  3.01508962e-03,
       -3.75916880e-03,  7.38088230e-03, -2.76895985e-03,  2.99316661e-03,
        6.82292307e-03, -4.09025680e-03, -4.80591229e-03,  3.09137762e-03,
        1.67171698e-03,  6.74435644e-03,  3.35542900e-03, -1.92774569e-02])]"
60,1668791493.316929,33,34,35,36,1,0.17736023579812027,0.05,3.547204715962405,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00083179,  0.17660845,  0.18382514,  0.18570357,  0.18938213,
        0.16315454,  0.17232991,  0.18172756,  0.17854126,  0.18256516,
        0.19647388,  0.17640496,  0.20197451,  0.187805  ,  0.19142688,
        0.17667821,  0.19149868,  0.18927011,  0.19506189,  0.19532506,
        0.21358727,  0.02725801,  0.02390246,  0.03318113,  0.04190862,
        0.03083687,  0.03189084,  0.04603563,  0.02381298,  0.03899983,
        0.03135831,  0.02673462,  0.03044375,  0.02446054,  0.03748383,
        0.02543675,  0.0106229 ,  0.00674219,  0.02448001,  0.02342066])]"
61,1668791493.3199098,34,35,36,37,1,0.1941783875473227,0.05,3.8835677509464537,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00798741, 0.1838651 , 0.20369432, 0.1839142 , 0.19547054,
       0.18515519, 0.21421034, 0.2050098 , 0.19948537, 0.2031605 ,
       0.21070997, 0.21018097, 0.20264933, 0.21534367, 0.19750692,
       0.21647765, 0.20341971, 0.20821566, 0.21119365, 0.21720425,
       0.23210077, 0.0372709 , 0.04427338, 0.03376165, 0.02398442,
       0.03106882, 0.0315495 , 0.02002058, 0.01660142, 0.01414643,
       0.02363229, 0.03201317, 0.02541975, 0.02125717, 0.02358513,
       0.03355194, 0.02133822, 0.02165584, 0.02445155, 0.02161264])]"
62,1668791493.322651,35,36,37,38,1,0.18351983230831106,0.05,3.670396646166221,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00880354,  0.18532784,  0.18998403,  0.19362031,  0.1958882 ,
        0.18153815,  0.18225328,  0.19160169,  0.20267066,  0.20085185,
        0.20023908,  0.20435451,  0.19832866,  0.19383561,  0.18103334,
        0.19412944,  0.20554207,  0.20013682,  0.19787471,  0.21647617,
        0.22149792,  0.03179412,  0.04246162,  0.05051913,  0.04169812,
        0.01775185,  0.03068791,  0.0286636 ,  0.03587734,  0.02926988,
        0.01991539,  0.02409942,  0.01603633,  0.01842615,  0.02859972,
        0.02881384,  0.0212285 ,  0.0239981 ,  0.03089305,  0.02985103])]"
63,1668791493.325082,36,37,38,39,1,0.19566209924910732,0.05,3.9132419849821463,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00469534, 0.17803871, 0.20878496, 0.20239683, 0.19824897,
       0.19325986, 0.19999255, 0.2032257 , 0.19384531, 0.20711976,
       0.20627097, 0.21896897, 0.19910945, 0.20800557, 0.19820858,
       0.21557912, 0.21939711, 0.19363607, 0.20931257, 0.20775497,
       0.23259416, 0.03695902, 0.05264503, 0.02898342, 0.01998842,
       0.03635316, 0.04405373, 0.03094575, 0.03393806, 0.03195795,
       0.02742582, 0.02283613, 0.03095244, 0.02870131, 0.02215497,
       0.03686255, 0.02809554, 0.02214921, 0.0247163 , 0.02346328])]"
64,1668791493.327827,37,38,39,40,1,0.17166682911843617,0.05,3.433336582368723,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00104483, 0.16616564, 0.17384681, 0.17745057, 0.17473419,
       0.17172605, 0.17161187, 0.20230131, 0.18577808, 0.17746549,
       0.18684904, 0.17902207, 0.17942594, 0.17689596, 0.17289983,
       0.1718037 , 0.18434419, 0.20208042, 0.19364743, 0.18270856,
       0.21361626, 0.03718632, 0.03205667, 0.03260465, 0.04248606,
       0.03684211, 0.02898224, 0.0249991 , 0.02799567, 0.01997237,
       0.0277686 , 0.01542822, 0.01999947, 0.01428141, 0.03267116,
       0.01479821, 0.02466886, 0.00728368, 0.00698836, 0.01495473])]"
65,1668791493.3306181,33,34,36,37,1,0.0247772723114457,0.05,0.49554544622891394,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00574672,  0.03047497,  0.0322859 ,  0.035471  ,  0.03787641,
        0.02613221,  0.03641115,  0.02486805,  0.01535423,  0.01644618,
        0.02552318,  0.03256309,  0.02571951,  0.0242145 ,  0.03604203,
        0.03393281,  0.01517386,  0.03381494,  0.02883552,  0.04089457,
        0.04230114, -0.00547597, -0.00089452, -0.00668093, -0.0001963 ,
       -0.00360245, -0.00447787, -0.01466396, -0.02005532,  0.00147668,
        0.00155834, -0.00589959,  0.0043972 , -0.00369171, -0.0128716 ,
        0.02177219,  0.01242716,  0.00390632,  0.00198265,  0.01242917])]"
66,1668791493.334188,34,35,37,38,1,0.038479596962436136,0.05,0.7695919392487227,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.01208074,  0.03173276,  0.03398602,  0.04359418,  0.03716047,
        0.03225967,  0.02751027,  0.05160626,  0.04808881,  0.05245286,
        0.05479125,  0.04895431,  0.04336234,  0.04969774,  0.04566316,
        0.06468521,  0.03882014,  0.04876874,  0.04249122,  0.049991  ,
        0.02812076,  0.00393116,  0.01269618, -0.00369019, -0.00125075,
       -0.00711437,  0.00053727, -0.00331042, -0.00632646,  0.00126398,
       -0.01394159,  0.00323694, -0.00397604, -0.00448983,  0.00070854,
       -0.00088353,  0.01252333, -0.02346205, -0.00507135,  0.00594393])]"
67,1668791493.338088,35,36,38,39,1,0.047146299817683285,0.05,0.9429259963536657,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00404   ,  0.03846493,  0.05116812,  0.0520465 ,  0.0508915 ,
        0.0490359 ,  0.06502719,  0.05843924,  0.06524609,  0.03947273,
        0.05774161,  0.05811399,  0.0506781 ,  0.04049651,  0.06132416,
        0.05288853,  0.0612077 ,  0.05871361,  0.04620551,  0.06388454,
        0.0477182 , -0.0011266 ,  0.00580636, -0.00045046, -0.0035037 ,
       -0.00966815, -0.00388904,  0.00144133,  0.00075969,  0.01867633,
        0.00109686, -0.01105073,  0.0073525 ,  0.00497979, -0.01035039,
        0.00047938,  0.01391556,  0.02109596, -0.00861838,  0.01129892])]"
68,1668791493.340678,36,37,39,40,1,0.0388532003722406,0.05,0.7770640074448119,20,[-1.5],[0.],[0.6],[54.88116361],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 5.68265277e-03,  3.47365526e-02,  4.45949022e-02,  3.72463218e-02,
        3.47535373e-02,  4.49583961e-02,  3.96983874e-02,  3.33913982e-02,
        4.08686677e-02,  4.13377015e-02,  5.83481605e-02,  4.80394949e-02,
        5.17891742e-02,  6.04204879e-02,  4.32594898e-02,  5.80964964e-02,
        5.03683281e-02,  6.20790442e-02,  3.88665400e-02,  4.41689751e-02,
        5.09758099e-02,  9.23422564e-03, -3.05666775e-03,  2.07799551e-03,
        2.59812862e-03,  3.12551005e-03,  4.44157423e-03, -6.67134767e-03,
       -1.50821773e-02,  2.30646263e-03, -2.58897728e-03,  6.96411373e-03,
        1.72230816e-03,  6.98978603e-05, -8.21783270e-03,  9.29221175e-04,
        2.67160947e-03,  2.50243340e-03,  1.20666774e-03, -3.87733050e-03])]"
69,1668791493.343508,33,34,37,38,1,0.02071980381157993,0.05,0.4143960762315986,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00216021,  0.02245878,  0.02611554,  0.02805697,  0.0203489 ,
        0.03437601,  0.0365258 ,  0.01811735,  0.00817736,  0.03093054,
        0.02372166,  0.02360024,  0.04215145,  0.01890578,  0.02645934,
        0.02494448,  0.03027547,  0.02468401,  0.00436404,  0.0221003 ,
        0.027933  ,  0.01244274,  0.01970284,  0.00887792,  0.0110506 ,
        0.00505521,  0.00257576, -0.0042185 ,  0.01154914,  0.00110255,
       -0.0060998 ,  0.01487639,  0.0075751 ,  0.00940226,  0.00560102,
        0.00870624,  0.01050808, -0.00450343,  0.00685423,  0.0017526 ])]"
70,1668791493.346761,34,35,38,39,1,0.0006865352763618278,0.05,0.013730705527236556,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 0.0113194 ,  0.00174164, -0.01378761,  0.00296351, -0.00438033,
        0.00745748,  0.00604086, -0.00445502, -0.00477851, -0.0082802 ,
        0.00208084,  0.00224087, -0.001911  ,  0.0139146 , -0.00273246,
       -0.00745323, -0.01472761,  0.00239024,  0.00832329, -0.012543  ,
        0.00069247, -0.00969693, -0.00774782, -0.00449271,  0.00550139,
        0.00073354, -0.01142931,  0.0049644 , -0.00428669,  0.00921465,
        0.00014107,  0.00893064,  0.00116333,  0.01132687, -0.0112049 ,
        0.00052142, -0.01577133, -0.00156393,  0.00032961,  0.01486947])]"
71,1668791493.349744,35,36,39,40,1,0.018726023195926544,0.05,0.37452046391853083,20,[-2.],[0.],[0.8],[44.93289641],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-0.00579755,  0.02673755,  0.01096136,  0.02878748,  0.00955527,
        0.01833238,  0.02933838,  0.02040771,  0.02389666,  0.02214027,
        0.03135999,  0.02132853,  0.00988319,  0.01390667,  0.01881218,
        0.04127385,  0.01773001,  0.01939633,  0.03191087,  0.02108738,
        0.02414022, -0.00364538,  0.00495827,  0.0130519 , -0.01187158,
       -0.01583821,  0.00128988, -0.00315945, -0.01042093,  0.00525978,
       -0.0056207 ,  0.00378761, -0.00014222,  0.00017004, -0.00597396,
        0.0078743 ,  0.00109903, -0.01078911,  0.001126  , -0.0022523 ])]"
72,1668791493.351747,33,34,38,39,1,0.013145242181788117,0.05,0.26290484363576233,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([ 5.20270329e-03,  4.78594505e-03,  7.54194127e-03,  1.21282771e-02,
        1.99372581e-02,  1.14424589e-02,  2.52128791e-02, -2.78026180e-03,
        5.51326004e-03,  5.13131406e-03,  1.67900552e-02,  1.47574197e-02,
        2.20843275e-02,  1.64869223e-02,  1.66721342e-02,  1.66590319e-02,
        3.30472628e-02,  3.08524016e-02,  1.84299473e-02,  1.62736732e-02,
        2.04593115e-02,  7.77783488e-03,  5.34313388e-04, -1.26008736e-02,
        8.36501299e-05, -3.66845927e-03, -7.51713813e-04, -6.97735413e-03,
       -1.85783583e-02, -1.01357838e-02,  5.22744807e-03,  1.40608272e-03,
       -9.11219735e-03, -7.34544128e-04,  8.59535087e-03, -7.16695834e-03,
        5.42284166e-03, -9.21390998e-03, -6.12190226e-03, -1.00295995e-02])]"
73,1668791493.353663,34,35,39,40,1,0.005485533263782521,0.05,0.10971066527565042,20,[-2.5],[0.],[1.],[36.78794412],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-7.33271703e-03, -1.52374186e-04, -7.13152446e-03,  1.47229220e-02,
        9.45157391e-03,  4.85618134e-03,  4.98290853e-03,  4.82284343e-03,
       -7.21402956e-05,  7.69443054e-03, -2.34046984e-03,  1.02281563e-02,
        7.96666895e-03,  1.05878153e-02,  1.08843667e-02,  6.79420968e-03,
       -2.02392426e-03,  3.97440141e-03,  2.42243678e-02,  9.00362023e-03,
       -9.00234907e-04, -2.78275186e-04,  5.65230392e-03,  1.68074936e-03,
        1.16040642e-02, -6.31475530e-03,  1.23341898e-02, -1.38106481e-02,
       -4.26994260e-03, -8.36956268e-03, -4.86186901e-03,  5.70504569e-03,
        5.14065293e-03, -1.14456160e-02,  4.81149903e-04,  7.30308463e-03,
       -5.65088419e-04, -6.20423825e-03,  2.75244480e-03, -9.35494415e-04])]"
74,1668791493.355391,33,34,39,40,1,0.02083145232188326,0.05,0.4166290464376652,20,[-3.],[0.],[1.2],[30.11942119],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([-4.43033933e-03,  2.35738813e-02,  1.17696637e-02,  3.02449714e-02,
        3.14258919e-02,  1.35836948e-02,  2.41868440e-02,  1.71314280e-02,
        2.83730858e-02,  1.36287649e-02,  2.61091478e-02,  1.64849077e-02,
        1.75438301e-02,  3.35828648e-02,  3.33068875e-02,  2.39889830e-02,
        4.30111171e-02,  2.57738636e-02,  2.47805868e-02,  1.91717418e-02,
        3.49038500e-02,  8.39191474e-03,  6.87886836e-03,  3.75489412e-04,
        2.92584481e-03,  6.14693180e-03, -1.06869128e-02, -5.67457063e-03,
       -3.17948268e-03,  7.25592329e-03,  1.50113319e-02,  7.76785581e-03,
        3.71680847e-03,  5.24621196e-03,  2.33028824e-03, -4.42006809e-07,
        1.63409080e-02,  2.72662105e-03, -4.06737123e-03, -3.42844189e-03])]"
75,1668791493.357099,41,42,43,44,1,0.16540639438588733,0.05,3.3081278877177467,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00402367, 0.1760127 , 0.16999877, 0.17046692, 0.16541867,
       0.17916093, 0.18927737, 0.16408801, 0.17012377, 0.16665082,
       0.17254653, 0.17636293, 0.17432504, 0.18842354, 0.17481589,
       0.17705027, 0.16976687, 0.17963133, 0.20095877, 0.18412947,
       0.19321366, 0.02361768, 0.04740044, 0.02681585, 0.04001502,
       0.02758645, 0.02385238, 0.01533884, 0.02867375, 0.03083092,
       0.03012805, 0.02938247, 0.0233685 , 0.01503114, 0.02193238,
       0.02813425, 0.00817229, 0.04112627, 0.01819737, 0.03861166])]"
76,1668791493.358722,42,43,44,45,1,0.17492290505542785,0.05,3.498458101108557,20,[-1.],[0.],[0.4],[67.0320046],"[array([0.        , 0.05263158, 0.10526316, 0.15789474, 0.21052632,
       0.26315789, 0.31578947, 0.36842105, 0.42105263, 0.47368421,
       0.52631579, 0.57894737, 0.63157895, 0.68421053, 0.73684211,
       0.78947368, 0.84210526, 0.89473684, 0.94736842, 1.        ,
       1.        , 1.05263158, 1.10526316, 1.15789474, 1.21052632,
       1.26315789, 1.31578947, 1.36842105, 1.42105263, 1.47368421,
       1.52631579, 1.57894737, 1.63157895, 1.68421053, 1.73684211,
       1.78947368, 1.84210526, 1.89473684, 1.94736842, 2.        ]), array([0.00755083, 0.1862738 , 0.17798057, 0.1761547 , 0.18601477,
       0.16962952, 0.17272936, 0.17598249, 0.1753314 , 0.1719123 ,
       0.18635346, 0.19196747, 0.1890445 , 0.19452412, 0.1791196 ,
       0.1740142 , 0.2040111 , 0.20055449, 0.19765929, 0.19171324,
       0.20681594, 0.03696737, 0.02635648, 0.02360182, 0.02126224,
       0.03572526, 0.03185381, 0.01771659, 0.02827702, 0.02210174,
       0.02937671, 0.02719117, 0.02542434, 0.0249507 , 0.03516504,
       0.02435251, 0.02407848, 0.00691887, 0.0368109 , 0.02960004])]"
