x,y,z,Resistivity/Ohmm,Marker
2.056098588435,-5.046854818664,-6.535842662675,10.977744319665415,100.0
2.952496453214,-11.0,-9.071616679161,27.860683844448936,100.0
6.618679758214,-6.085967230734,-10.139427474564,24.321902304058277,100.0
5.921466559117,-8.56281341256,-6.579852406563,6.593000027382874,100.0
-6.589772086175,8.817693974959,-5.032836255414,5.160520010726565,100.0
-7.456424766767,11.0,-8.531530613648,35.55862905851164,100.0
-8.269125497403,7.677180691964,-8.800106381944,32.15859881303407,100.0
-9.373513980084,11.0,-6.50998018986,8.087357099280977,100.0
11.0,-9.623359386581,-1.065371683303,8.80969843228111,5.0
9.204392252705,-8.264335040134,0.0,3.019361785656373,5.0
11.0,-8.75,0.0,10.792206736893599,5.0
11.0,-8.417487255696,-1.441524244981,1.1919169780090924,5.0
10.0,10.0,0.0,25.902732026202177,5.0
10.0,10.0,-2.5,6.147013466237132,5.0
8.954208646248,11.0,-1.212187388043,32.60048592842138,5.0
11.0,9.523198680788,-1.115828158078,9.469349144905523,5.0
10.0,0.0,0.0,1.5703880551264215,5.0
11.0,0.0,0.0,1.8951015086929033,5.0
11.0,-1.25,0.0,0.1036268647248475,5.0
11.0,-0.575379592621,-1.429520530143,0.09364676921963687,5.0
11.0,0.0,-14.2043,18.383565155423856,100.0
11.0,2.750048726052,-9.500318484382,28.25431983598485,100.0
7.464567985486,0.051704139931,-7.835158067459,16.651285463599226,100.0
11.0,-1.47686794996,-10.09281414796,22.307079988406798,100.0
0.0,0.0,0.0,9.357474640365593,5.0
5.0,0.0,0.0,16.397823531876153,5.0
5.0,0.0,-2.5,18.00677459987235,5.0
3.251159637515,2.49970172174,0.0,27.770579704540566,5.0
-11.0,3.75,0.0,11.905672004707364,5.0
-10.0,5.0,0.0,4.459738135387281,5.0
-8.469270829822,2.9742777851,0.0,9.895825557067386,5.0
-11.0,3.835195987438,-1.225500135778,5.572196915430278,5.0
-10.0,0.0,-2.5,0.807997571179934,5.0
-9.538421716503,-1.859455360525,0.0,9.794019583333599,5.0
-8.753043453279,-2.333754178184,-2.281265590866,4.763333828018354,5.0
-8.338803398701,-0.195492269697,0.0,4.488768600929045,5.0
3.926950273557,8.429587983656,-5.434710690593,18.183301593715413,100.0
7.573013910667,4.192445991868,-5.478220440327,13.848638934335384,100.0
2.719327598846,6.976577021744,-9.799821050214,41.658771532281754,100.0
8.085323449398,7.437044290467,-8.350717684539,33.107277494771445,100.0
2.571059227139,9.147381449944,-2.616019466683,5.043006415938204,5.0
1.66892008996,9.671300202883,0.0,14.858556990357464,5.0
3.551520487731,11.0,-1.423834688183,8.1616623979437,5.0
1.777176051215,11.0,-1.701045424272,11.546762818682401,5.0
11.0,-9.822733550051,-2.499135432869,4.180826075695313,5.0
10.0,-10.0,-2.5,5.587752957832765,5.0
11.0,-11.0,-2.5,5.7482382889949255,5.0
11.0,-11.0,-1.25,22.40826291985534,5.0
6.964944485764,-9.018768084093,-2.060588117181,8.196777404613057,5.0
9.158437334364,-7.427672813074,-1.837158939527,2.6378362176321737,5.0
8.44985025903,-9.830260403807,0.0,4.006833687629954,5.0
-7.737478180165,-0.951312666993,-6.928375267817,16.287812627071904,100.0
-11.0,-3.6637968465,-5.776117842308,9.049587787630477,100.0
-9.161828177958,-0.92653104664,-4.344833718125,3.4188257173141787,5.0
-11.0,-0.864283582608,-7.018625919073,12.62498255577547,100.0
6.573305384191,-11.0,-2.847240682639,13.595010862878928,5.0
4.812362618405,-8.949821680236,-4.451818358765,3.7639734313486106,5.0
5.0,-10.0,-2.5,8.713715139029814,5.0
-5.0,0.0,-2.5,8.426860754740057,5.0
-5.0,0.0,0.0,5.415783187544025,5.0
0.0,0.0,-2.5,6.391608195581951,5.0
-2.5,2.5,0.0,6.2254827354262,5.0
5.0,-5.0,0.0,23.91687657600228,5.0
5.0,-5.0,-2.5,21.305939913714937,5.0
5.045154670843,-8.073481826115,0.0,11.09435082735375,5.0
3.067422670805,-7.261485866827,-2.119989769555,18.446335242315875,5.0
5.0,5.0,-2.5,31.54253710664185,5.0
6.670827432886,2.426402154651,0.0,49.21746843587857,5.0
0.0,5.0,-2.5,10.145378180635442,5.0
2.5,-2.5,0.0,33.257431327882166,5.0
0.0,-5.0,0.0,12.048128015564156,5.0
